file,url,time,goal,steps,index
Sleep-After-Eating-Too-Much.html,https://www.wikihow.com/Sleep-After-Eating-Too-Much,2023-08-15 15:02:42.387614-07:00,10 Simple Ways to Sleep After Eating Too Much,"['Sleep on your left side.', 'Lift up the head of your bed.', 'Treat an upset stomach with ginger.', 'Go for a walk before bed.', 'Slip into loose, comfortable pajamas.', 'Optimize your sleeping area.', 'Take antacids.', 'Don’t drink alcohol or caffeinated drinks close to bedtime.', 'Space out your meals and bedtime by 3 hours.', 'Quit smoking.']"
Display-Museum-Objects.html,https://www.wikihow.com/Display-Museum-Objects,2023-08-15 15:02:42.388860-07:00,7 Simple Ways to Display Museum Objects,"['Put small objects on pedestals and stands.', 'Keep objects near their case or container.', 'Hang fabric and textiles.', 'Hang paintings and photographs on the wall.', 'Use digital picture frames for slideshows.', 'Label every object.', 'Point lights at the objects.']"
Deal-with-Testicular-Pain.html,https://www.wikihow.com/Deal-with-Testicular-Pain,2023-08-15 15:02:42.501242-07:00,How can I ease testicular pain at home?,"['Ice your scrotum as needed.', 'Cushion your scrotum with an athletic supporter or towel.', 'Take over-the-counter painkillers.']"
Deal-with-Testicular-Pain.html,https://www.wikihow.com/Deal-with-Testicular-Pain,2023-08-15 15:02:42.501242-07:00,Do I need to go to the emergency room?,"['Call emergency services if your testicular pain is really sudden and severe.', 'Get immediate help if you notice other symptoms, like nausea.']"
Deal-with-Testicular-Pain.html,https://www.wikihow.com/Deal-with-Testicular-Pain,2023-08-15 15:02:42.501242-07:00,When should I go to the doctor for testicular pain?,"['Call your regular doctor if the pain lasts for a few days.', 'Schedule a doctor’s appointment if you notice swelling or a lump.']"
Deal-with-Testicular-Pain.html,https://www.wikihow.com/Deal-with-Testicular-Pain,2023-08-15 15:02:42.501242-07:00,Why does one side of my balls hurt?,"['It’s probably testicular torsion or another injury.', 'Infections, prostatitis, or kidney stones might be the problem.']"
Deal-with-Testicular-Pain.html,https://www.wikihow.com/Deal-with-Testicular-Pain,2023-08-15 15:02:42.501242-07:00,Can testicular torsion fix itself?,"['Sometimes, but you should still contact emergency services.']"
Deal-with-Testicular-Pain.html,https://www.wikihow.com/Deal-with-Testicular-Pain,2023-08-15 15:02:42.501242-07:00,Can you pull or strain a testicle?,['Trauma is actually the most common cause of testicular pain.']
Post-Private-Videos-on-YouTube-on-PC-or-Mac.html,https://www.wikihow.com/Post-Private-Videos-on-YouTube-on-PC-or-Mac,2023-08-15 15:02:42.945549-07:00,Uploading a Private Video,"['Go to https://www.youtube.com in any web browser.', 'https://www.youtube.com', 'Click on your profile picture in the upper right corner of the screen.', 'Select YouTube Studio (beta) from the drop-down menu.', 'Click Upload Video.', 'Upload Video', 'Click the drop-down menu that says ▼.', '▼', 'Select Private.', 'Private', 'Click Select files to upload.', 'Select files to upload', 'Select a video and click Open.', 'Open', 'Type a name for the video (optional).', 'Type a description for the video (optional).', 'Click Share (Optional).', 'Share', 'Type the email addresses of the users and click Ok.', 'Ok', 'Click Done.', 'Done']"
Watch-Movies-for-Free.html,https://www.wikihow.com/Watch-Movies-for-Free,2023-08-15 15:02:42.949539-07:00,Watching Movies Legally Via the Internet,"['Look for movies out of copyright.', 'Search for documentaries.', 'Try a video streaming site.']"
Watch-Movies-for-Free.html,https://www.wikihow.com/Watch-Movies-for-Free,2023-08-15 15:02:42.949539-07:00,Watching Movies Using Torrents,"['Download a torrent', '.', 'Use a pirating website.']"
Watch-Movies-for-Free.html,https://www.wikihow.com/Watch-Movies-for-Free,2023-08-15 15:02:42.949539-07:00,Watching Movies without the Internet,"['Check out movies at your public library.', 'Look on your television.', 'See what’s playing in your neighborhood.']"
Purchase-Books-Online.html,https://www.wikihow.com/Purchase-Books-Online,2023-08-15 15:02:42.952138-07:00,Getting Hard-Copy Books,"['Search major online marketplaces for new books.', 'Search resale sites like eBay for used books.', 'Check the websites of your favorite independent bookstores.', 'Shop around using a search engine shopping platform.']"
Purchase-Books-Online.html,https://www.wikihow.com/Purchase-Books-Online,2023-08-15 15:02:42.952138-07:00,Finding Textbooks,"['Check your school’s bookstore website.', 'Look at online textbook marketplaces to find special prints and editions.', 'Search resale marketplaces to find used books.', 'Try renting your textbooks online.']"
Cope-With-Grief.html,https://www.wikihow.com/Cope-With-Grief,2023-08-15 15:02:42.956803-07:00,Facing Your Feelings,"[""Don't ignore your grief."", 'Question yourself.', ""Don't force yourself to be strong."", 'Cry if you want to.', ""Don't cry if you don't want to."", 'Stop thinking about a timeline.', ""Don't obsess over the five stages of grief.""]"
Cope-With-Grief.html,https://www.wikihow.com/Cope-With-Grief,2023-08-15 15:02:42.956803-07:00,Getting Support,"['Lean on your family and friends.', 'Find comfort in your faith.', 'Join a support group.', 'Get help from a therapist or a grief counsellor.', 'Consider getting a pet.']"
Animate-on-Procreate.html,https://www.wikihow.com/Animate-on-Procreate,2023-08-15 15:02:42.959194-07:00,Creating an Animation,"['Open a new canvas in Procreate.', 'Tap the wrench icon.', 'Tap Canvas.', 'Canvas', 'Toggle on ""Animation Assist.""', 'Draw your first frame.', 'Tap Add Frame.', 'Add Frame', 'Draw your next frame.', 'Add more frames.', 'Open the Frame Options menu.', 'Tap Play.', 'Play']"
Animate-on-Procreate.html,https://www.wikihow.com/Animate-on-Procreate,2023-08-15 15:02:42.959194-07:00,Adjusting the Settings and Options,"['Adjust the Frame Options.', 'Tap Settings.', 'Settings', 'Edit your animation settings.']"
Turn-Off-Screen-Mirroring.html,https://www.wikihow.com/Turn-Off-Screen-Mirroring,2023-08-15 15:02:42.961724-07:00,iPhone and iPad,"['Open the Control Center.', 'Tap the Screen Mirroring button.', 'Screen Mirroring', 'Tap Stop Screen Mirroring.', 'Stop Screen Mirroring', 'Disable Screen Mirroring (optional).']"
Turn-Off-Screen-Mirroring.html,https://www.wikihow.com/Turn-Off-Screen-Mirroring,2023-08-15 15:02:42.961724-07:00,Android,"['Swipe down from the top twice.', 'Locate the ScreenCast, Screen Mirror, or Smart View button.', 'Tap and hold the ScreenCast, ScreenMirror, or Smart View button.', 'Tap the device you are connected to.']"
Turn-Off-Screen-Mirroring.html,https://www.wikihow.com/Turn-Off-Screen-Mirroring,2023-08-15 15:02:42.961724-07:00,Windows,"['Click the Windows Start menu {""smallUrl"":""https:\\/\\/www.wikihow.com\\/images\\/0\\/07\\/Windowsstart.png"",""bigUrl"":""\\/images\\/thumb\\/0\\/07\\/Windowsstart.png\\/30px-Windowsstart.png"",""smallWidth"":460,""smallHeight"":460,""bigWidth"":30,""bigHeight"":30,""licensing"":""<div class=\\""mw-parser-output\\""><p>I edited this screenshot of a Windows icon.<\\/p><p>License: <a target=\\""_blank\\"" rel=\\""nofollow noreferrer noopener\\"" class=\\""external text\\"" href=\\""http:\\/\\/en.wikipedia.org\\/wiki\\/Public_domain\\"">Public Domain<\\/a><br><\\/p><\\/div>""}.', '', 'Open the Settings menu {""smallUrl"":""https:\\/\\/www.wikihow.com\\/images\\/d\\/d0\\/Windowssettings.png"",""bigUrl"":""\\/images\\/thumb\\/d\\/d0\\/Windowssettings.png\\/31px-Windowssettings.png"",""smallWidth"":460,""smallHeight"":445,""bigWidth"":31,""bigHeight"":30,""licensing"":""<div class=\\""mw-parser-output\\""><p>I edited this screenshot of a Windows icon.<\\/p><p>License: <a target=\\""_blank\\"" rel=\\""nofollow noreferrer noopener\\"" class=\\""external text\\"" href=\\""http:\\/\\/en.wikipedia.org\\/wiki\\/Public_domain\\"">Public Domain<\\/a><br><\\/p><\\/div>""}.', 'Settings', '', 'Click System.', 'System', 'Click Display.', 'Display', 'Select ""Show on 1"" next to the display.']"
Turn-Off-Screen-Mirroring.html,https://www.wikihow.com/Turn-Off-Screen-Mirroring,2023-08-15 15:02:42.961724-07:00,Mac,"['Click the Apple menu {""smallUrl"":""https:\\/\\/www.wikihow.com\\/images\\/f\\/ff\\/Macapple1.png"",""bigUrl"":""\\/images\\/thumb\\/f\\/ff\\/Macapple1.png\\/29px-Macapple1.png"",""smallWidth"":460,""smallHeight"":476,""bigWidth"":29,""bigHeight"":30,""licensing"":""<div class=\\""mw-parser-output\\""><p>I edited this screenshot of a Mac icon.<\\/p><p>License: <a target=\\""_blank\\"" rel=\\""nofollow noreferrer noopener\\"" class=\\""external text\\"" href=\\""http:\\/\\/en.wikipedia.org\\/wiki\\/Fair_use\\"">Fair Use<\\/a><br><\\/p><\\/div>""}.', '', 'Click System Settings.', 'System Settings', 'Click Display.', 'Display', 'Locate the AirPlay Display menu.', 'Set AirPlay Display to ""Off.""']"
Turn-Off-Screen-Mirroring.html,https://www.wikihow.com/Turn-Off-Screen-Mirroring,2023-08-15 15:02:42.961724-07:00,Chromebook,"['Open the App Launcher.', 'Open the Settings menu.', 'Settings', 'Click Devices.', 'Devices', 'Click Displays.', 'Displays', 'Uncheck ""Mirror Built-in display.""']"
